,precision,recall,f1-score,support
snoRNA,0.5111111111111111,0.6571428571428571,0.575,35.0
rRNA,0.9577464788732394,0.9855072463768116,0.9714285714285714,138.0
snRNA,0.5,0.45454545454545453,0.47619047619047616,22.0
mRNA,0.9943502824858758,0.946236559139785,0.9696969696969697,186.0
pre_miRNA,0.6607142857142857,0.74,0.6981132075471698,50.0
miRNA,0.5365853658536586,0.4230769230769231,0.4731182795698925,52.0
tRNA,0.8979591836734694,0.9887640449438202,0.9411764705882354,89.0
tmRNA,1.0,0.9,0.9473684210526316,70.0
accuracy,0.8644859813084113,0.8644859813084113,0.8644859813084113,0.8644859813084113
macro avg,0.757308338463955,0.7619091356532064,0.7565115495092434,642.0
weighted avg,0.8673887479327292,0.8644859813084113,0.8638789345295946,642.0
