,precision,recall,f1-score,support
snoRNA,0.53125,0.4857142857142857,0.5074626865671641,35.0
rRNA,0.9305555555555556,0.9710144927536232,0.9503546099290779,138.0
snRNA,0.47619047619047616,0.45454545454545453,0.46511627906976744,22.0
mRNA,0.9943820224719101,0.9516129032258065,0.9725274725274726,186.0
pre_miRNA,0.5692307692307692,0.74,0.6434782608695652,50.0
miRNA,0.4772727272727273,0.40384615384615385,0.4375,52.0
tRNA,0.9166666666666666,0.9887640449438202,0.9513513513513513,89.0
tmRNA,1.0,0.8857142857142857,0.9393939393939393,70.0
accuracy,0.8504672897196262,0.8504672897196262,0.8504672897196262,0.8504672897196262
macro avg,0.7369435271735132,0.7351514525929287,0.7333980749635423,642.0
weighted avg,0.8524995590898535,0.8504672897196262,0.849508656232138,642.0
