,precision,recall,f1-score,support
snoRNA,0.5333333333333333,0.6857142857142857,0.6,35.0
rRNA,0.9710144927536232,0.9710144927536232,0.9710144927536232,138.0
snRNA,0.5,0.5,0.5,22.0
mRNA,0.994413407821229,0.956989247311828,0.9753424657534246,186.0
pre_miRNA,0.660377358490566,0.7,0.6796116504854369,50.0
miRNA,0.5319148936170213,0.4807692307692308,0.505050505050505,52.0
tRNA,0.9166666666666666,0.9887640449438202,0.9513513513513513,89.0
tmRNA,1.0,0.8857142857142857,0.9393939393939393,70.0
accuracy,0.867601246105919,0.867601246105919,0.867601246105919,0.867601246105919
macro avg,0.763465019085305,0.7711206984008843,0.765220550598535,642.0
weighted avg,0.873659402254458,0.867601246105919,0.8692908932163258,642.0
