,precision,recall,f1-score,support
snoRNA,0.5882352941176471,0.5714285714285714,0.5797101449275363,35.0
rRNA,0.9640287769784173,0.9710144927536232,0.967509025270758,138.0
snRNA,0.5454545454545454,0.5454545454545454,0.5454545454545454,22.0
mRNA,0.9888888888888889,0.956989247311828,0.9726775956284154,186.0
pre_miRNA,0.639344262295082,0.78,0.7027027027027027,50.0
miRNA,0.5909090909090909,0.5,0.5416666666666667,52.0
tRNA,0.8979591836734694,0.9887640449438202,0.9411764705882354,89.0
tmRNA,0.984375,0.9,0.9402985074626866,70.0
accuracy,0.8722741433021807,0.8722741433021807,0.8722741433021807,0.8722741433021807
macro avg,0.7748993802896427,0.7767063627365486,0.7738994573376934,642.0
weighted avg,0.8739511573823027,0.8722741433021807,0.8716690600518013,642.0
