,precision,recall,f1-score,support
snoRNA,0.5609756097560976,0.6571428571428571,0.605263157894737,35.0
rRNA,0.9444444444444444,0.9855072463768116,0.9645390070921985,138.0
snRNA,0.5263157894736842,0.45454545454545453,0.4878048780487805,22.0
mRNA,0.9888268156424581,0.9516129032258065,0.9698630136986301,186.0
pre_miRNA,0.6065573770491803,0.74,0.6666666666666666,50.0
miRNA,0.525,0.40384615384615385,0.4565217391304348,52.0
tRNA,0.9263157894736842,0.9887640449438202,0.9565217391304348,89.0
tmRNA,1.0,0.9,0.9473684210526316,70.0
accuracy,0.8644859813084113,0.8644859813084113,0.8644859813084113,0.8644859813084113
macro avg,0.7598044782299436,0.7601773325101131,0.7568185778393143,642.0
weighted avg,0.8653242817263737,0.8644859813084113,0.8628278962530629,642.0
