,precision,recall,f1-score,support
snoRNA,0.5555555555555556,0.5714285714285714,0.5633802816901409,35.0
rRNA,0.9436619718309859,0.9710144927536232,0.9571428571428571,138.0
snRNA,0.5238095238095238,0.5,0.5116279069767442,22.0
mRNA,0.994413407821229,0.956989247311828,0.9753424657534246,186.0
pre_miRNA,0.609375,0.78,0.6842105263157895,50.0
miRNA,0.5531914893617021,0.5,0.5252525252525252,52.0
tRNA,0.9456521739130435,0.9775280898876404,0.9613259668508287,89.0
tmRNA,1.0,0.8714285714285714,0.9312977099236641,70.0
accuracy,0.8660436137071651,0.8660436137071651,0.8660436137071651,0.8660436137071651
macro avg,0.765707390286505,0.7660486216012794,0.7636975299882467,642.0
weighted avg,0.8715767147363677,0.8660436137071651,0.8672056777286536,642.0
