,precision,recall,f1-score,support
snoRNA,0.525,0.6,0.56,35.0
rRNA,0.9712230215827338,0.9782608695652174,0.9747292418772563,138.0
snRNA,0.4782608695652174,0.5,0.4888888888888889,22.0
mRNA,0.994413407821229,0.956989247311828,0.9753424657534246,186.0
pre_miRNA,0.5584415584415584,0.86,0.6771653543307087,50.0
miRNA,0.5172413793103449,0.28846153846153844,0.3703703703703704,52.0
tRNA,0.9247311827956989,0.9662921348314607,0.945054945054945,89.0
tmRNA,0.9838709677419355,0.8714285714285714,0.9242424242424242,70.0
accuracy,0.8566978193146417,0.8566978193146417,0.8566978193146417,0.8566978193146417
macro avg,0.7441477984073397,0.752679045199827,0.7394742113147523,642.0
weighted avg,0.8627368888170859,0.8566978193146417,0.853903857238954,642.0
