,precision,recall,f1-score,support
snoRNA,0.4358974358974359,0.4857142857142857,0.45945945945945943,35.0
rRNA,0.9115646258503401,0.9710144927536232,0.9403508771929824,138.0
snRNA,0.43478260869565216,0.45454545454545453,0.4444444444444445,22.0
mRNA,0.9774011299435028,0.9301075268817204,0.953168044077135,186.0
pre_miRNA,0.6470588235294118,0.66,0.6534653465346535,50.0
miRNA,0.5636363636363636,0.5961538461538461,0.5794392523364486,52.0
tRNA,0.9887640449438202,0.9887640449438202,0.9887640449438202,89.0
tmRNA,1.0,0.8714285714285714,0.9312977099236641,70.0
accuracy,0.8520249221183801,0.8520249221183801,0.8520249221183801,0.8520249221183801
macro avg,0.7448881290620658,0.7447160278026652,0.743798647364076,642.0
weighted avg,0.859931757430085,0.8520249221183801,0.8550023119201277,642.0
