,precision,recall,f1-score,support
snoRNA,0.5609756097560976,0.6571428571428571,0.605263157894737,35.0
rRNA,0.9148936170212766,0.9347826086956522,0.924731182795699,138.0
snRNA,0.6470588235294118,0.5,0.5641025641025642,22.0
mRNA,0.9166666666666666,0.946236559139785,0.9312169312169313,186.0
pre_miRNA,0.6326530612244898,0.62,0.6262626262626263,50.0
miRNA,0.46153846153846156,0.46153846153846156,0.46153846153846156,52.0
tRNA,0.9666666666666667,0.9775280898876404,0.9720670391061451,89.0
tmRNA,1.0,0.8571428571428571,0.923076923076923,70.0
accuracy,0.8426791277258567,0.8426791277258567,0.8426791277258567,0.8426791277258567
macro avg,0.7625566133003838,0.7442964291934067,0.7510323607492609,642.0
weighted avg,0.8446896355180755,0.8426791277258567,0.8424551429559045,642.0
