,precision,recall,f1-score,support
snoRNA,0.5365853658536586,0.6285714285714286,0.5789473684210527,35.0
rRNA,0.8933333333333333,0.9710144927536232,0.9305555555555556,138.0
snRNA,0.6875,0.5,0.5789473684210527,22.0
mRNA,0.9344262295081968,0.9193548387096774,0.9268292682926829,186.0
pre_miRNA,0.6981132075471698,0.74,0.7184466019417476,50.0
miRNA,0.5333333333333333,0.46153846153846156,0.4948453608247423,52.0
tRNA,0.9361702127659575,0.9887640449438202,0.9617486338797814,89.0
tmRNA,1.0,0.8571428571428571,0.923076923076923,70.0
accuracy,0.8520249221183801,0.8520249221183801,0.8520249221183801,0.8520249221183801
macro avg,0.7774327102927061,0.7582982654574835,0.7641746350516923,642.0
weighted avg,0.8519422260751786,0.8520249221183801,0.8499567172270479,642.0
