,precision,recall,f1-score,support
snoRNA,0.6,0.5142857142857142,0.5538461538461538,35.0
rRNA,0.8535031847133758,0.9710144927536232,0.9084745762711864,138.0
snRNA,0.6842105263157895,0.5909090909090909,0.6341463414634148,22.0
mRNA,0.9273743016759777,0.8924731182795699,0.9095890410958904,186.0
pre_miRNA,0.6551724137931034,0.76,0.7037037037037037,50.0
miRNA,0.5434782608695652,0.4807692307692308,0.5102040816326531,52.0
tRNA,0.946236559139785,0.9887640449438202,0.967032967032967,89.0
tmRNA,1.0,0.8571428571428571,0.923076923076923,70.0
accuracy,0.8442367601246106,0.8442367601246106,0.8442367601246106,0.8442367601246106
macro avg,0.7762469058134496,0.7569198186354883,0.7637592235153615,642.0
weighted avg,0.8435548834882218,0.8442367601246106,0.8415669847001117,642.0
