,precision,recall,f1-score,support
snoRNA,0.5227272727272727,0.6571428571428571,0.5822784810126581,35.0
rRNA,0.8881578947368421,0.9782608695652174,0.9310344827586207,138.0
snRNA,0.625,0.45454545454545453,0.5263157894736842,22.0
mRNA,0.9441340782122905,0.9086021505376344,0.9260273972602738,186.0
pre_miRNA,0.6538461538461539,0.68,0.6666666666666666,50.0
miRNA,0.5,0.4423076923076923,0.4693877551020408,52.0
tRNA,0.9347826086956522,0.9662921348314607,0.9502762430939227,89.0
tmRNA,0.9836065573770492,0.8571428571428571,0.916030534351145,70.0
accuracy,0.8411214953271028,0.8411214953271028,0.8411214953271028,0.8411214953271028
macro avg,0.7565318206994076,0.7430367520091467,0.7460021687148765,642.0
weighted avg,0.8426177592667274,0.8411214953271028,0.8397519756285723,642.0
