,precision,recall,f1-score,support
snoRNA,0.5238095238095238,0.6285714285714286,0.5714285714285715,35.0
rRNA,0.8648648648648649,0.927536231884058,0.8951048951048951,138.0
snRNA,0.8461538461538461,0.5,0.6285714285714286,22.0
mRNA,0.9180327868852459,0.9032258064516129,0.9105691056910569,186.0
pre_miRNA,0.6290322580645161,0.78,0.6964285714285714,50.0
miRNA,0.46511627906976744,0.38461538461538464,0.4210526315789474,52.0
tRNA,0.9560439560439561,0.9775280898876404,0.9666666666666667,89.0
tmRNA,0.9833333333333333,0.8428571428571429,0.9076923076923077,70.0
accuracy,0.8317757009345794,0.8317757009345794,0.8317757009345794,0.8317757009345794
macro avg,0.7732983560281317,0.7430417605334084,0.7496892722703057,642.0
weighted avg,0.8358459073159256,0.8317757009345794,0.8302287552911406,642.0
