,precision,recall,f1-score,support
snoRNA,0.6,0.6,0.6,35.0
rRNA,0.88,0.9565217391304348,0.9166666666666666,138.0
snRNA,0.7222222222222222,0.5909090909090909,0.65,22.0
mRNA,0.9193548387096774,0.9193548387096774,0.9193548387096774,186.0
pre_miRNA,0.6666666666666666,0.8,0.7272727272727272,50.0
miRNA,0.5121951219512195,0.40384615384615385,0.45161290322580644,52.0
tRNA,0.9565217391304348,0.9887640449438202,0.9723756906077348,89.0
tmRNA,1.0,0.8571428571428571,0.923076923076923,70.0
accuracy,0.8504672897196262,0.8504672897196262,0.8504672897196262,0.8504672897196262
macro avg,0.7821200735850276,0.7645673405852542,0.770044968694942,642.0
weighted avg,0.8480168276422029,0.8504672897196262,0.8470472405153447,642.0
