,precision,recall,f1-score,support
snoRNA,0.5454545454545454,0.5142857142857142,0.5294117647058822,35.0
rRNA,0.8775510204081632,0.9347826086956522,0.9052631578947369,138.0
snRNA,0.6875,0.5,0.5789473684210527,22.0
mRNA,0.9239130434782609,0.9139784946236559,0.918918918918919,186.0
pre_miRNA,0.6129032258064516,0.76,0.6785714285714285,50.0
miRNA,0.46938775510204084,0.4423076923076923,0.4554455445544554,52.0
tRNA,0.945054945054945,0.9662921348314607,0.9555555555555557,89.0
tmRNA,1.0,0.8571428571428571,0.923076923076923,70.0
accuracy,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
macro avg,0.7577205669130509,0.736098687735879,0.7431488327123692,642.0
weighted avg,0.8354034122425404,0.8333333333333334,0.8323723635258471,642.0
