,precision,recall,f1-score,support
snoRNA,0.5135135135135135,0.5428571428571428,0.5277777777777778,35.0
rRNA,0.9640287769784173,0.9710144927536232,0.967509025270758,138.0
snRNA,0.4642857142857143,0.5909090909090909,0.52,22.0
mRNA,0.9943820224719101,0.9516129032258065,0.9725274725274726,186.0
pre_miRNA,0.547945205479452,0.8,0.6504065040650406,50.0
miRNA,0.5483870967741935,0.3269230769230769,0.4096385542168675,52.0
tRNA,0.9361702127659575,0.9887640449438202,0.9617486338797814,89.0
tmRNA,1.0,0.8857142857142857,0.9393939393939393,70.0
accuracy,0.8566978193146417,0.8566978193146417,0.8566978193146417,0.8566978193146417
macro avg,0.7460890677836447,0.7572243796658558,0.7436252383914547,642.0
weighted avg,0.8651258945988419,0.8566978193146417,0.8559085853506264,642.0
