,precision,recall,f1-score,support
snoRNA,0.525,0.6,0.56,35.0
rRNA,0.95,0.9637681159420289,0.9568345323741007,138.0
snRNA,0.47619047619047616,0.45454545454545453,0.46511627906976744,22.0
mRNA,0.9943502824858758,0.946236559139785,0.9696969696969697,186.0
pre_miRNA,0.5189873417721519,0.82,0.6356589147286822,50.0
miRNA,0.5384615384615384,0.2692307692307692,0.3589743589743589,52.0
tRNA,0.8979591836734694,0.9887640449438202,0.9411764705882354,89.0
tmRNA,1.0,0.8714285714285714,0.9312977099236641,70.0
accuracy,0.8473520249221184,0.8473520249221184,0.8473520249221184,0.8473520249221184
macro avg,0.737618602822939,0.7392466894038037,0.7273444044194723,642.0
weighted avg,0.8547789368444078,0.8473520249221184,0.8436830497677684,642.0
