,precision,recall,f1-score,support
snoRNA,0.4772727272727273,0.6,0.5316455696202532,35.0
rRNA,0.9710144927536232,0.9710144927536232,0.9710144927536232,138.0
snRNA,0.43478260869565216,0.45454545454545453,0.4444444444444445,22.0
mRNA,0.9943820224719101,0.9516129032258065,0.9725274725274726,186.0
pre_miRNA,0.6666666666666666,0.72,0.6923076923076923,50.0
miRNA,0.5106382978723404,0.46153846153846156,0.48484848484848486,52.0
tRNA,0.9166666666666666,0.9887640449438202,0.9513513513513513,89.0
tmRNA,1.0,0.8857142857142857,0.9393939393939393,70.0
accuracy,0.8598130841121495,0.8598130841121495,0.8598130841121495,0.8598130841121495
macro avg,0.7464279352999483,0.7541487053401814,0.7484416809059077,642.0
weighted avg,0.8671256653919835,0.8598130841121495,0.862197561464094,642.0
