,precision,recall,f1-score,support
snoRNA,0.5277777777777778,0.5428571428571428,0.5352112676056338,35.0
rRNA,0.9640287769784173,0.9710144927536232,0.967509025270758,138.0
snRNA,0.5,0.5,0.5,22.0
mRNA,0.9888888888888889,0.956989247311828,0.9726775956284154,186.0
pre_miRNA,0.6440677966101694,0.76,0.6972477064220184,50.0
miRNA,0.5,0.46153846153846156,0.48000000000000004,52.0
tRNA,0.9072164948453608,0.9887640449438202,0.9462365591397849,89.0
tmRNA,1.0,0.8714285714285714,0.9312977099236641,70.0
accuracy,0.8613707165109035,0.8613707165109035,0.8613707165109035,0.8613707165109035
macro avg,0.7539974668875769,0.7565739951041809,0.7537724829987844,642.0
weighted avg,0.8650890726640541,0.8613707165109035,0.8619859056380768,642.0
