,precision,recall,f1-score,support
snoRNA,0.5116279069767442,0.6285714285714286,0.5641025641025641,35.0
rRNA,0.9640287769784173,0.9710144927536232,0.967509025270758,138.0
snRNA,0.5263157894736842,0.45454545454545453,0.4878048780487805,22.0
mRNA,0.9944444444444445,0.9623655913978495,0.9781420765027323,186.0
pre_miRNA,0.6666666666666666,0.76,0.7102803738317756,50.0
miRNA,0.5581395348837209,0.46153846153846156,0.5052631578947369,52.0
tRNA,0.8888888888888888,0.9887640449438202,0.9361702127659574,89.0
tmRNA,1.0,0.8857142857142857,0.9393939393939393,70.0
accuracy,0.867601246105919,0.867601246105919,0.867601246105919,0.867601246105919
macro avg,0.7637640010390708,0.7640642199331154,0.7610832784764054,642.0
weighted avg,0.8706483835836342,0.867601246105919,0.8672747607062256,642.0
