,precision,recall,f1-score,support
snoRNA,0.5641025641025641,0.6285714285714286,0.5945945945945945,35.0
rRNA,0.9571428571428572,0.9710144927536232,0.9640287769784173,138.0
snRNA,0.4583333333333333,0.5,0.4782608695652174,22.0
mRNA,0.9944444444444445,0.9623655913978495,0.9781420765027323,186.0
pre_miRNA,0.6119402985074627,0.82,0.7008547008547008,50.0
miRNA,0.6060606060606061,0.38461538461538464,0.47058823529411764,52.0
tRNA,0.9072164948453608,0.9887640449438202,0.9462365591397849,89.0
tmRNA,1.0,0.8857142857142857,0.9393939393939393,70.0
accuracy,0.867601246105919,0.867601246105919,0.867601246105919,0.867601246105919
macro avg,0.7624050748045785,0.767630653499549,0.759012469040438,642.0
weighted avg,0.8718594057804765,0.867601246105919,0.8657147978081327,642.0
