,precision,recall,f1-score,support
snoRNA,0.5555555555555556,0.5714285714285714,0.5633802816901409,35.0
rRNA,0.8486842105263158,0.9347826086956522,0.8896551724137931,138.0
snRNA,0.7142857142857143,0.45454545454545453,0.5555555555555556,22.0
mRNA,0.9273743016759777,0.8924731182795699,0.9095890410958904,186.0
pre_miRNA,0.6461538461538462,0.84,0.7304347826086957,50.0
miRNA,0.5,0.40384615384615385,0.44680851063829785,52.0
tRNA,0.9354838709677419,0.9775280898876404,0.956043956043956,89.0
tmRNA,0.9836065573770492,0.8571428571428571,0.916030534351145,70.0
accuracy,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
macro avg,0.763893007067775,0.7414683567282374,0.7459372292996843,642.0
weighted avg,0.8336245905970535,0.8333333333333334,0.8300036428262224,642.0
