,precision,recall,f1-score,support
snoRNA,0.47368421052631576,0.5142857142857142,0.4931506849315068,35.0
rRNA,0.8461538461538461,0.9565217391304348,0.8979591836734695,138.0
snRNA,0.6,0.5454545454545454,0.5714285714285713,22.0
mRNA,0.9540229885057471,0.8924731182795699,0.9222222222222222,186.0
pre_miRNA,0.6440677966101694,0.76,0.6972477064220184,50.0
miRNA,0.45454545454545453,0.38461538461538464,0.41666666666666663,52.0
tRNA,0.9560439560439561,0.9775280898876404,0.9666666666666667,89.0
tmRNA,0.9833333333333333,0.8428571428571429,0.9076923076923077,70.0
accuracy,0.8286604361370716,0.8286604361370716,0.8286604361370716,0.8286604361370716
macro avg,0.7389814482148528,0.7342169668138041,0.7341292512129287,642.0
weighted avg,0.8313979016944523,0.8286604361370716,0.8277013241181712,642.0
