,precision,recall,f1-score,support
snoRNA,0.4883720930232558,0.6,0.5384615384615383,35.0
rRNA,0.8896551724137931,0.9347826086956522,0.911660777385159,138.0
snRNA,0.8,0.5454545454545454,0.6486486486486486,22.0
mRNA,0.9197860962566845,0.9247311827956989,0.9222520107238605,186.0
pre_miRNA,0.625,0.7,0.6603773584905661,50.0
miRNA,0.4583333333333333,0.4230769230769231,0.43999999999999995,52.0
tRNA,0.9560439560439561,0.9775280898876404,0.9666666666666667,89.0
tmRNA,1.0,0.8142857142857143,0.8976377952755905,70.0
accuracy,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
macro avg,0.7671488313838778,0.7399823830245218,0.7482130994565037,642.0
weighted avg,0.8391228915481403,0.8333333333333334,0.8336936640457432,642.0
