,precision,recall,f1-score,support
snoRNA,0.5675675675675675,0.6,0.5833333333333333,35.0
rRNA,0.8609271523178808,0.9420289855072463,0.8996539792387543,138.0
snRNA,0.8,0.5454545454545454,0.6486486486486486,22.0
mRNA,0.9285714285714286,0.9086021505376344,0.9184782608695652,186.0
pre_miRNA,0.6557377049180327,0.8,0.7207207207207207,50.0
miRNA,0.4888888888888889,0.4230769230769231,0.4536082474226804,52.0
tRNA,0.9560439560439561,0.9775280898876404,0.9666666666666667,89.0
tmRNA,0.9833333333333333,0.8428571428571429,0.9076923076923077,70.0
accuracy,0.8411214953271028,0.8411214953271028,0.8411214953271028,0.8411214953271028
macro avg,0.7801337539551361,0.7549434796651415,0.7623502705740846,642.0
weighted avg,0.8428620724118185,0.8411214953271028,0.8393638666159415,642.0
