,precision,recall,f1-score,support
snoRNA,0.6111111111111112,0.6285714285714286,0.619718309859155,35.0
rRNA,0.9574468085106383,0.9782608695652174,0.967741935483871,138.0
snRNA,0.4583333333333333,0.5,0.4782608695652174,22.0
mRNA,0.9835164835164835,0.9623655913978495,0.9728260869565217,186.0
pre_miRNA,0.6153846153846154,0.8,0.6956521739130435,50.0
miRNA,0.6571428571428571,0.4423076923076923,0.528735632183908,52.0
tRNA,0.8888888888888888,0.9887640449438202,0.9361702127659574,89.0
tmRNA,1.0,0.8571428571428571,0.923076923076923,70.0
accuracy,0.8691588785046729,0.8691588785046729,0.8691588785046729,0.8691588785046729
macro avg,0.771478012235991,0.7696765604911081,0.7652727679755746,642.0
weighted avg,0.8731864769198237,0.8691588785046729,0.8674724522849887,642.0
