,precision,recall,f1-score,support
snoRNA,0.5238095238095238,0.6285714285714286,0.5714285714285715,35.0
rRNA,0.9507042253521126,0.9782608695652174,0.9642857142857143,138.0
snRNA,0.4166666666666667,0.45454545454545453,0.43478260869565216,22.0
mRNA,0.994413407821229,0.956989247311828,0.9753424657534246,186.0
pre_miRNA,0.7254901960784313,0.74,0.7326732673267328,50.0
miRNA,0.5918367346938775,0.5576923076923077,0.5742574257425743,52.0
tRNA,0.946236559139785,0.9887640449438202,0.967032967032967,89.0
tmRNA,1.0,0.8857142857142857,0.9393939393939393,70.0
accuracy,0.8738317757009346,0.8738317757009346,0.8738317757009346,0.8738317757009346
macro avg,0.7686446641952033,0.7738172047930427,0.769899619957447,642.0
weighted avg,0.8799426023750532,0.8738317757009346,0.8759640247995798,642.0
