,precision,recall,f1-score,support
snoRNA,0.5641025641025641,0.6285714285714286,0.5945945945945945,35.0
rRNA,0.9577464788732394,0.9855072463768116,0.9714285714285714,138.0
snRNA,0.4782608695652174,0.5,0.4888888888888889,22.0
mRNA,0.9888268156424581,0.9516129032258065,0.9698630136986301,186.0
pre_miRNA,0.7115384615384616,0.74,0.7254901960784313,50.0
miRNA,0.6,0.5769230769230769,0.5882352941176471,52.0
tRNA,0.9263157894736842,0.9887640449438202,0.9565217391304348,89.0
tmRNA,1.0,0.8857142857142857,0.9393939393939393,70.0
accuracy,0.8769470404984424,0.8769470404984424,0.8769470404984424,0.8769470404984424
macro avg,0.778348872399453,0.7821366232194037,0.7793020296663922,642.0
weighted avg,0.880958191601417,0.8769470404984424,0.8781445255602461,642.0
