,precision,recall,f1-score,support
snoRNA,0.5476190476190477,0.6571428571428571,0.5974025974025974,35.0
rRNA,0.9507042253521126,0.9782608695652174,0.9642857142857143,138.0
snRNA,0.5238095238095238,0.5,0.5116279069767442,22.0
mRNA,0.988950276243094,0.9623655913978495,0.9754768392370572,186.0
pre_miRNA,0.5753424657534246,0.84,0.6829268292682927,50.0
miRNA,0.6666666666666666,0.34615384615384615,0.45569620253164556,52.0
tRNA,0.9263157894736842,0.9887640449438202,0.9565217391304348,89.0
tmRNA,1.0,0.8714285714285714,0.9312977099236641,70.0
accuracy,0.867601246105919,0.867601246105919,0.867601246105919,0.867601246105919
macro avg,0.7724259993646942,0.7680144725790202,0.7594044423445188,642.0
weighted avg,0.8749350558999673,0.867601246105919,0.8642349595084516,642.0
