,precision,recall,f1-score,support
snoRNA,0.5882352941176471,0.5714285714285714,0.5797101449275363,35.0
rRNA,0.9574468085106383,0.9782608695652174,0.967741935483871,138.0
snRNA,0.5217391304347826,0.5454545454545454,0.5333333333333332,22.0
mRNA,0.988950276243094,0.9623655913978495,0.9754768392370572,186.0
pre_miRNA,0.5652173913043478,0.78,0.6554621848739495,50.0
miRNA,0.5609756097560976,0.4423076923076923,0.4946236559139785,52.0
tRNA,0.9354838709677419,0.9775280898876404,0.956043956043956,89.0
tmRNA,1.0,0.8571428571428571,0.923076923076923,70.0
accuracy,0.8644859813084113,0.8644859813084113,0.8644859813084113,0.8644859813084113
macro avg,0.7647560476667936,0.7643110271480467,0.7606836216113255,642.0
weighted avg,0.8704494905109499,0.8644859813084113,0.8648085726716276,642.0
